Voter,Gender,Party,Military,Overseas,Absentee,RegDate
v611,F,Republican,N,N,Y,2012/7/4
v612,F,Democratic,N,N,N,2012/7/4
v613,F,Green,N,N,N,2012/7/4
v614,F,Democratic,N,N,N,2010/1/1
v615,M,Democratic,N,N,N,2012/7/4
v616,M,Republican,N,N,N,2012/7/4
v617,F,Democratic,N,N,N,2012/7/4
v618,F,Republican,N,N,Y,2010/1/1
v619,M,Republican,N,N,N,2010/1/1
v620,M,Democratic,N,N,N,2012/7/4
v621,M,Green,N,N,N,2010/1/1
v622,F,Republican,N,N,Y,2012/7/4
v623,M,Democratic,Y,N,Y,2010/1/1
v624,F,Democratic,N,N,N,2012/7/4
v625,M,Republican,N,N,N,2010/1/1
v626,M,Democratic,N,N,Y,2010/1/1
v627,M,Republican,N,N,N,2010/1/1
v628,F,Republican,N,N,N,2012/7/4
v629,M,Green,N,N,N,2010/1/1
v630,F,Republican,N,N,N,2010/1/1
v631,F,Green,N,N,N,2010/1/1
v632,M,Democratic,N,N,N,2012/7/4
v633,M,Democratic,N,N,N,2010/1/1
v634,M,Republican,N,N,Y,2010/1/1
v635,F,Republican,N,N,N,2010/1/1
v636,F,Republican,N,N,N,2010/1/1
v637,M,Democratic,N,N,Y,2012/7/4
v638,M,Republican,N,N,N,2010/1/1
v639,M,Democratic,N,N,Y,2010/1/1
v640,M,Republican,N,N,N,2010/1/1
v641,M,Republican,N,N,N,2010/1/1
v642,F,Republican,N,Y,Y,2010/1/1
v643,M,Republican,N,N,N,2010/1/1
v644,M,Democratic,N,N,N,2012/7/4
v645,M,Republican,N,N,Y,2010/1/1
v646,M,Democratic,N,N,Y,2010/1/1
v647,M,Green,N,N,Y,2010/1/1
v648,F,Republican,N,N,N,2010/1/1
v649,F,Republican,N,N,N,2010/1/1
v650,F,Republican,N,N,Y,2012/7/4
v651,M,Democratic,N,Y,Y,2010/1/1
v652,M,Democratic,N,N,Y,2010/1/1
v653,M,Democratic,N,N,N,2010/1/1
v654,F,Republican,Y,N,Y,2010/1/1
v655,F,Republican,N,N,N,2010/1/1
v656,F,Republican,N,N,Y,2010/1/1
v657,M,Democratic,N,N,N,2012/7/4
v658,F,Democratic,N,N,N,2012/7/4
v659,M,Democratic,N,N,Y,2010/1/1
v660,M,Democratic,N,N,N,2012/7/4
v661,F,Republican,Y,N,Y,2010/1/1
v662,M,Republican,N,N,N,2010/1/1
v663,F,Republican,N,N,Y,2010/1/1
v664,F,Green,N,N,Y,2012/7/4
v665,F,Republican,N,N,N,2012/7/4
v666,M,Republican,N,N,N,2010/1/1
v667,F,Democratic,N,N,Y,2010/1/1
v668,F,Democratic,N,N,N,2012/7/4
v669,F,Democratic,N,N,N,2010/1/1
v670,F,Democratic,N,N,N,2010/1/1
v671,M,Democratic,Y,N,Y,2010/1/1
v672,F,Republican,N,N,N,2012/7/4
v673,F,Republican,N,N,Y,2012/7/4
v674,M,Green,N,N,N,2012/7/4
v675,F,Democratic,N,N,N,2010/1/1
v676,F,Democratic,N,N,Y,2010/1/1
v677,M,Democratic,N,N,N,2012/7/4
v678,M,Republican,N,N,N,2010/1/1
v679,M,Republican,N,N,N,2010/1/1
v680,M,Democratic,N,N,Y,2010/1/1
v681,F,Republican,Y,N,Y,2012/7/4
v682,M,Democratic,N,N,N,2012/7/4
v683,M,Democratic,N,N,N,2010/1/1
v684,F,Democratic,N,N,N,2012/7/4
v685,M,Republican,N,N,N,2010/1/1
v686,F,Green,N,N,N,2010/1/1
v687,M,Republican,Y,N,Y,2012/7/4
v688,M,Democratic,N,N,Y,2010/1/1
v689,M,Democratic,N,N,N,2010/1/1
v690,M,Democratic,N,Y,Y,2010/1/1
v691,M,Green,N,N,Y,2012/7/4
v692,M,Democratic,N,N,Y,2010/1/1
v693,M,Democratic,N,N,N,2010/1/1
v694,M,Democratic,N,N,N,2010/1/1
v695,M,Republican,N,N,N,2012/7/4
v696,F,Republican,N,N,N,2010/1/1
v697,F,Republican,N,N,N,2010/1/1
v698,M,Republican,N,N,N,2012/7/4
v699,F,Democratic,N,N,N,2010/1/1
v700,F,Democratic,N,N,Y,2010/1/1
v701,M,Democratic,N,N,N,2012/7/4
v702,M,Democratic,Y,N,Y,2012/7/4
v703,F,Democratic,N,N,N,2012/7/4
v704,M,Republican,N,N,N,2010/1/1
v705,F,Democratic,N,N,N,2012/7/4
v706,F,Democratic,N,Y,Y,2010/1/1
v707,F,Green,N,N,Y,2012/7/4
v708,M,Republican,N,N,Y,2010/1/1
v709,F,Republican,N,N,N,2010/1/1
v710,F,Green,N,N,N,2012/7/4
v711,M,Green,N,N,Y,2012/7/4
v712,M,Democratic,N,N,N,2010/1/1
v713,F,Democratic,N,N,N,2012/7/4
v714,M,Republican,N,N,Y,2012/7/4
v715,M,Republican,N,N,N,2012/7/4
v716,M,Democratic,N,N,N,2010/1/1
v717,F,Republican,N,N,Y,2010/1/1
v718,F,Democratic,N,N,N,2012/7/4
v719,M,Republican,N,N,Y,2012/7/4
v720,F,Democratic,N,N,N,2010/1/1
v721,F,Democratic,Y,N,Y,2010/1/1
v722,F,Green,N,N,N,2010/1/1
v723,F,Democratic,N,N,N,2012/7/4
v724,F,Republican,N,N,Y,2010/1/1
v725,F,Republican,N,Y,Y,2010/1/1
v726,M,Democratic,N,N,N,2012/7/4
v727,F,Democratic,N,N,Y,2010/1/1
v728,M,Democratic,N,N,N,2010/1/1
v729,F,Democratic,N,N,N,2010/1/1
v730,F,Republican,N,N,N,2012/7/4
v731,M,Democratic,N,N,N,2010/1/1
v732,F,Republican,Y,N,Y,2010/1/1
v733,M,Democratic,N,N,N,2012/7/4
v734,F,Republican,N,N,N,2012/7/4
v735,M,Democratic,Y,N,Y,2010/1/1
v736,F,Green,N,N,Y,2012/7/4
v737,M,Republican,N,N,N,2012/7/4
v738,M,Democratic,N,N,N,2012/7/4
v739,F,Green,N,N,N,2010/1/1
v740,M,Republican,N,N,Y,2010/1/1
v741,F,Democratic,N,N,N,2012/7/4
v742,F,Democratic,N,N,Y,2012/7/4
v743,F,Democratic,N,N,N,2012/7/4
v744,F,Republican,N,N,N,2012/7/4
v745,F,Republican,N,N,N,2010/1/1
v746,M,Republican,N,N,Y,2010/1/1
v747,M,Democratic,N,N,N,2012/7/4
v748,M,Green,Y,N,Y,2012/7/4
v749,F,Democratic,N,N,N,2010/1/1
v750,M,Green,N,N,N,2012/7/4
v751,F,Democratic,N,N,N,2010/1/1
v752,F,Democratic,N,Y,Y,2010/1/1
v753,M,Republican,N,N,Y,2010/1/1
v754,F,Green,N,N,N,2010/1/1
v755,M,Republican,N,N,N,2010/1/1
v756,M,Republican,N,N,N,2012/7/4
v757,F,Republican,N,N,Y,2010/1/1
v758,M,Democratic,N,N,N,2010/1/1
v759,M,Democratic,N,N,Y,2010/1/1
v760,F,Republican,N,N,N,2012/7/4
v761,M,Republican,Y,N,Y,2012/7/4
v762,F,Green,N,N,N,2010/1/1
v763,F,Republican,N,N,Y,2010/1/1
v764,M,Republican,N,N,Y,2012/7/4
v765,M,Democratic,N,N,Y,2010/1/1
v766,M,Republican,N,N,N,2010/1/1
v767,F,Republican,N,N,N,2012/7/4
v768,M,Republican,N,N,N,2012/7/4
v769,F,Republican,N,N,Y,2010/1/1
v770,M,Democratic,Y,N,Y,2010/1/1
v771,F,Republican,N,N,Y,2010/1/1
v772,F,Democratic,N,N,N,2012/7/4
v773,M,Republican,N,N,N,2012/7/4
v774,F,Republican,Y,N,Y,2010/1/1
v775,F,Democratic,N,N,Y,2012/7/4
v776,F,Democratic,N,N,Y,2010/1/1
v777,M,Republican,N,N,N,2012/7/4
v778,M,Democratic,N,N,N,2010/1/1
v779,M,Green,N,N,N,2012/7/4
v780,M,Democratic,N,N,N,2012/7/4
v781,M,Democratic,Y,N,Y,2010/1/1
v782,F,Democratic,N,N,Y,2010/1/1
v783,F,Democratic,N,N,N,2010/1/1
v784,M,Democratic,N,N,Y,2012/7/4
v785,M,Republican,N,N,N,2010/1/1
v786,F,Green,N,N,N,2010/1/1
v787,F,Republican,N,N,Y,2010/1/1
v788,F,Democratic,N,N,N,2010/1/1
v789,F,Democratic,N,Y,Y,2010/1/1
v790,F,Republican,N,N,N,2010/1/1
v791,M,Democratic,N,N,Y,2010/1/1
v792,F,Democratic,N,N,N,2012/7/4
v793,M,Republican,N,N,N,2012/7/4
v794,M,Democratic,N,N,N,2012/7/4
v795,M,Democratic,N,N,N,2012/7/4
v796,M,Democratic,N,N,N,2012/7/4
v797,F,Democratic,N,N,N,2012/7/4
v798,F,Republican,N,N,Y,2012/7/4
v799,M,Republican,N,N,N,2012/7/4
v800,F,Democratic,N,N,N,2012/7/4
v801,M,Democratic,N,N,Y,2012/7/4
v802,F,Republican,N,N,N,2010/1/1
v803,M,Republican,N,N,N,2012/7/4
v804,F,Republican,N,N,Y,2010/1/1
v805,F,Democratic,N,N,Y,2010/1/1
v806,F,Democratic,N,N,N,2010/1/1
v807,F,Democratic,N,N,N,2010/1/1
v808,M,Democratic,N,N,Y,2012/7/4
v809,F,Republican,N,N,N,2012/7/4
v810,F,Republican,N,N,N,2010/1/1
v811,M,Republican,N,N,Y,2010/1/1
v812,F,Republican,Y,N,Y,2012/7/4
v813,F,Democratic,N,N,N,2010/1/1
v814,F,Green,N,N,Y,2012/7/4
v815,M,Republican,N,N,N,2012/7/4
v816,F,Democratic,N,N,Y,2012/7/4
v817,F,Republican,N,N,N,2012/7/4
v818,F,Democratic,N,N,Y,2010/1/1
v819,M,Democratic,N,N,N,2012/7/4
v820,F,Democratic,N,N,N,2012/7/4
v821,M,Republican,Y,N,Y,2010/1/1
v822,M,Democratic,N,N,N,2012/7/4
v823,F,Democratic,N,N,N,2010/1/1
v824,M,Republican,N,N,N,2012/7/4
v825,M,Republican,N,N,N,2010/1/1
v826,M,Republican,N,N,N,2010/1/1
v827,F,Democratic,N,N,Y,2010/1/1
v828,M,Green,N,N,N,2010/1/1
v829,F,Democratic,N,N,N,2010/1/1
v830,M,Green,N,N,N,2010/1/1
v831,F,Green,N,N,N,2012/7/4
v832,M,Democratic,N,N,N,2012/7/4
v833,M,Democratic,N,N,N,2012/7/4
v834,F,Republican,N,N,Y,2012/7/4
v835,M,Democratic,N,N,N,2010/1/1
v836,M,Republican,Y,N,Y,2010/1/1
v837,F,Republican,N,N,N,2012/7/4
v838,F,Republican,N,N,N,2010/1/1
v839,M,Republican,Y,N,Y,2010/1/1
v840,F,Democratic,N,N,N,2012/7/4
v841,F,Republican,N,N,Y,2012/7/4
v842,F,Green,N,N,N,2012/7/4
v843,M,Republican,N,N,Y,2010/1/1
v844,F,Democratic,N,N,Y,2012/7/4
v845,F,Republican,N,N,N,2010/1/1
v846,M,Democratic,N,N,Y,2012/7/4
v847,M,Green,N,N,Y,2010/1/1
v848,M,Democratic,N,N,N,2012/7/4
v849,F,Green,Y,N,Y,2012/7/4
v850,M,Green,N,N,N,2010/1/1
v851,F,Democratic,N,N,Y,2010/1/1
v852,M,Democratic,N,N,N,2010/1/1
v853,M,Republican,N,N,N,2010/1/1
v854,F,Democratic,Y,N,Y,2010/1/1
v855,F,Republican,N,N,Y,2012/7/4
v856,M,Democratic,N,N,N,2012/7/4
v857,F,Democratic,N,N,N,2010/1/1
v858,M,Republican,N,N,N,2010/1/1
v859,M,Democratic,Y,N,Y,2012/7/4
v860,F,Democratic,N,N,N,2012/7/4
v861,F,Republican,N,N,Y,2012/7/4
v862,M,Republican,N,N,N,2010/1/1
v863,F,Republican,N,N,N,2012/7/4
v864,F,Democratic,N,N,N,2010/1/1
v865,M,Republican,N,N,N,2012/7/4
v866,M,Republican,N,N,N,2012/7/4
v867,M,Democratic,N,N,Y,2010/1/1
v868,M,Republican,Y,N,Y,2012/7/4
v869,M,Republican,N,N,N,2010/1/1
v870,F,Republican,N,N,N,2010/1/1
v871,F,Democratic,Y,N,Y,2010/1/1
v872,M,Republican,N,N,N,2012/7/4
v873,F,Democratic,N,N,N,2012/7/4
v874,F,Democratic,N,N,N,2010/1/1
v875,F,Republican,N,N,N,2010/1/1
v876,F,Democratic,N,Y,Y,2012/7/4
v877,F,Republican,N,N,Y,2010/1/1
v878,M,Republican,N,N,N,2010/1/1
v879,F,Democratic,N,N,N,2010/1/1
v880,F,Republican,N,N,Y,2012/7/4
v881,F,Republican,N,N,N,2010/1/1
v882,F,Republican,N,N,N,2012/7/4
v883,F,Republican,Y,N,Y,2012/7/4
v884,F,Democratic,Y,N,Y,2010/1/1
v885,F,Democratic,N,N,Y,2010/1/1
v886,F,Republican,N,N,Y,2010/1/1
v887,F,Democratic,N,N,Y,2012/7/4
v888,F,Republican,N,N,Y,2012/7/4
v889,M,Republican,N,N,Y,2010/1/1
v890,F,Democratic,N,N,N,2012/7/4
v891,M,Democratic,N,N,N,2012/7/4
v892,F,Republican,N,N,N,2012/7/4
v893,M,Republican,N,N,N,2010/1/1
v894,F,Democratic,N,N,N,2010/1/1
v895,F,Democratic,N,N,N,2010/1/1
v896,M,Democratic,N,Y,Y,2010/1/1
v897,F,Republican,Y,N,Y,2010/1/1
v898,F,Democratic,N,Y,Y,2012/7/4
v899,F,Democratic,N,N,N,2010/1/1
v900,F,Republican,N,N,N,2012/7/4
v901,F,Democratic,N,N,Y,2012/7/4
v902,M,Democratic,Y,N,Y,2010/1/1
v903,F,Democratic,N,N,Y,2010/1/1
v904,F,Democratic,N,N,Y,2010/1/1
v905,M,Democratic,N,N,Y,2010/1/1
v906,M,Republican,N,N,Y,2010/1/1
v907,M,Republican,N,N,N,2010/1/1
v908,M,Republican,Y,N,Y,2012/7/4
v909,M,Republican,N,N,Y,2012/7/4
v910,M,Republican,N,N,Y,2010/1/1
v911,M,Democratic,N,Y,Y,2010/1/1
v912,M,Democratic,N,N,N,2010/1/1
v913,F,Republican,N,N,N,2010/1/1
v914,F,Democratic,N,N,N,2010/1/1
v915,F,Democratic,N,N,N,2010/1/1
v916,F,Republican,N,N,N,2012/7/4
v917,F,Republican,N,N,Y,2010/1/1
v918,M,Green,N,N,Y,2012/7/4
v919,F,Republican,N,N,N,2012/7/4
v920,M,Republican,Y,N,Y,2010/1/1
v921,F,Republican,N,N,N,2012/7/4
v922,M,Republican,N,N,Y,2012/7/4
v923,M,Democratic,N,N,N,2010/1/1
v924,F,Republican,N,N,N,2012/7/4
v925,F,Republican,N,N,Y,2012/7/4
v926,F,Republican,N,N,N,2012/7/4
v927,F,Green,N,N,N,2012/7/4
v928,F,Democratic,N,N,N,2012/7/4
v929,M,Republican,N,N,N,2010/1/1
v930,F,Republican,N,Y,Y,2010/1/1
v931,M,Democratic,N,N,N,2012/7/4
v932,M,Democratic,N,N,Y,2012/7/4
v933,F,Republican,Y,N,Y,2012/7/4
v934,M,Democratic,N,N,N,2012/7/4
v935,F,Republican,N,N,N,2010/1/1
v936,F,Republican,N,N,N,2012/7/4
v937,M,Green,N,N,N,2012/7/4
v938,M,Republican,N,N,Y,2012/7/4
v939,F,Democratic,Y,N,Y,2010/1/1
v940,F,Democratic,Y,N,Y,2010/1/1
v941,F,Republican,N,N,Y,2010/1/1
v942,M,Democratic,N,N,Y,2010/1/1
v943,M,Green,N,N,Y,2012/7/4
v944,F,Green,N,N,N,2012/7/4
v945,M,Democratic,N,N,N,2010/1/1
v946,F,Republican,Y,N,Y,2010/1/1
v947,F,Republican,N,N,N,2010/1/1
v948,F,Republican,N,N,Y,2012/7/4
v949,F,Republican,Y,N,Y,2012/7/4
v950,F,Democratic,N,N,Y,2010/1/1
v951,F,Republican,N,N,N,2012/7/4
v952,M,Republican,N,N,N,2010/1/1
v953,F,Democratic,N,N,N,2010/1/1
v954,M,Republican,N,N,Y,2010/1/1
v955,F,Republican,N,N,N,2010/1/1
v956,M,Republican,N,N,Y,2012/7/4
v957,F,Republican,N,N,N,2010/1/1
v958,F,Republican,N,N,Y,2012/7/4
v959,F,Democratic,N,N,Y,2012/7/4
v960,F,Democratic,N,N,Y,2010/1/1
v961,F,Republican,N,N,N,2012/7/4
v962,M,Republican,N,N,N,2012/7/4
v963,F,Democratic,Y,N,Y,2010/1/1
v964,M,Democratic,N,N,Y,2012/7/4
v965,F,Republican,N,N,Y,2012/7/4
v966,F,Republican,N,N,N,2012/7/4
v967,M,Republican,N,N,N,2012/7/4
v968,F,Republican,N,N,Y,2010/1/1
v969,F,Republican,N,N,Y,2012/7/4
v970,F,Republican,N,N,N,2010/1/1
v971,M,Democratic,N,N,N,2010/1/1
v972,F,Democratic,N,N,N,2010/1/1
v973,M,Republican,N,N,Y,2010/1/1
v974,M,Green,N,N,N,2010/1/1
v975,F,Democratic,N,N,Y,2012/7/4
v976,M,Republican,N,N,N,2010/1/1
v977,F,Republican,N,N,N,2010/1/1
v978,M,Republican,N,N,N,2012/7/4
v979,M,Democratic,N,N,N,2012/7/4
v980,F,Green,N,N,N,2010/1/1
v981,F,Republican,N,N,Y,2012/7/4
v982,F,Democratic,N,N,N,2010/1/1
v983,M,Democratic,N,N,Y,2012/7/4
v984,M,Democratic,N,N,Y,2012/7/4
v985,F,Democratic,N,N,N,2010/1/1
v986,M,Democratic,N,N,N,2012/7/4
v987,F,Republican,N,N,N,2010/1/1
v988,M,Democratic,N,N,N,2012/7/4
v989,F,Democratic,N,N,N,2010/1/1
v990,M,Democratic,N,N,N,2012/7/4
v991,M,Republican,N,N,N,2010/1/1
v992,F,Democratic,N,N,N,2010/1/1
v993,M,Republican,N,N,N,2012/7/4
v994,M,Republican,N,N,N,2010/1/1
v995,M,Green,N,N,Y,2010/1/1
v996,F,Democratic,N,N,N,2012/7/4
v997,F,Republican,N,N,N,2010/1/1
v998,M,Republican,N,N,N,2010/1/1
v999,M,Republican,N,Y,Y,2010/1/1
v1000,M,Democratic,N,N,Y,2010/1/1
