Voter,Type,Gender,Party
v998,domestic,M,Republican
v999,domestic,M,Green,military
v1000,UOCAVA,F,Democratic
v1001,domestic,F,Republican
v1002,domestic,M,Republican
v1003,domestic,M,Republican
v1004,domestic,M,Democratic,military
v1005,domestic,M,Democratic
v1006,domestic,F,Democratic
v1007,domestic,M,Democratic
v1008,domestic,M,Republican
v1009,domestic,F,Republican,military
v1010,domestic,M,Republican
v1011,domestic,M,Democratic
v1012,domestic,F,Democratic
v1013,domestic,M,Democratic
v1014,domestic,F,Republican,military
v1015,domestic,F,Democratic
v1016,domestic,F,Republican
v1017,domestic,M,Democratic
v1018,domestic,M,Democratic
v1019,domestic,F,Democratic,military
v1020,domestic,F,Democratic
v1021,domestic,F,Democratic
v1022,domestic,F,Republican
v1023,domestic,M,Republican
v1024,domestic,M,Green,military
v1025,domestic,M,Democratic
v1026,domestic,M,Republican
v1027,domestic,M,Democratic
v1028,domestic,F,Democratic
v1029,UOCAVA,F,Republican,military
v1030,domestic,M,Republican
v1031,domestic,F,Republican
v1032,domestic,F,Republican
v1033,domestic,F,Democratic
v1034,domestic,M,Democratic,military
v1035,domestic,M,Republican
v1036,domestic,M,Republican
v1037,domestic,F,Republican
v1038,domestic,F,Republican
v1039,domestic,F,Democratic,military
v1040,UOCAVA,M,Republican
v1041,domestic,M,Republican
v1042,UOCAVA,M,Republican
v1043,domestic,F,Democratic
v1044,domestic,F,Democratic,military
v1045,domestic,M,Democratic
v1046,domestic,F,Democratic
v1047,domestic,M,Democratic
v1048,domestic,F,Republican
v1049,domestic,F,Republican,military
v1050,domestic,M,Democratic
v1051,domestic,F,Democratic
v1052,domestic,M,Republican
v1053,domestic,F,Republican
v1054,UOCAVA,F,Democratic,military
v1055,domestic,M,Democratic
v1056,domestic,M,Green
v1057,domestic,M,Republican
v1058,domestic,F,Democratic
v1059,domestic,F,Democratic,military
v1060,domestic,M,Democratic
v1061,domestic,M,Democratic
v1062,domestic,M,Democratic
v1063,domestic,F,Republican
v1064,domestic,F,Democratic,military
v1065,domestic,M,Green
v1066,domestic,M,Green
v1067,domestic,M,Green
v1068,domestic,M,Republican
v1069,domestic,F,Republican,military
v1070,domestic,F,Republican
v1071,UOCAVA,F,Democratic
v1072,domestic,M,Democratic
v1073,domestic,M,Democratic
v1074,domestic,M,Republican,military
v1075,domestic,M,Green
v1076,domestic,F,Democratic
v1077,UOCAVA,F,Democratic
v1078,domestic,M,Democratic
v1079,domestic,F,Democratic,military
v1080,domestic,M,Republican
v1081,domestic,M,Green
v1082,domestic,M,Democratic
v1083,domestic,F,Republican
v1084,domestic,F,Democratic,military
v1085,domestic,M,Republican
v1086,domestic,M,Democratic
v1087,domestic,F,Republican
v1088,domestic,F,Democratic
v1089,domestic,F,Democratic,military
v1090,domestic,F,Democratic
v1091,domestic,F,Republican
v1092,domestic,M,Democratic
v1093,UOCAVA,F,Republican
v1094,domestic,F,Democratic,military
v1095,domestic,F,Republican
v1096,domestic,F,Democratic
v1097,domestic,M,Republican
v1098,domestic,F,Republican
v1099,UOCAVA,F,Republican,military
v1100,domestic,M,Republican
v1101,domestic,M,Republican
v1102,domestic,F,Republican
v1103,domestic,M,Democratic
v1104,domestic,F,Democratic,military
v1105,domestic,F,Republican
v1106,domestic,F,Democratic
v1107,domestic,F,Democratic
v1108,domestic,F,Democratic
v1109,domestic,F,Democratic,military
v1110,domestic,F,Republican
v1111,UOCAVA,F,Democratic
v1112,domestic,F,Republican
v1113,domestic,F,Republican
v1114,domestic,M,Democratic,military
v1115,UOCAVA,F,Republican
v1116,UOCAVA,F,Democratic
v1117,domestic,F,Republican
v1118,domestic,M,Green
v1119,domestic,F,Republican,military
v1120,domestic,M,Republican
v1121,domestic,F,Green
v1122,domestic,F,Democratic
v1123,domestic,M,Republican
v1124,UOCAVA,M,Democratic,military
v1125,domestic,M,Democratic
v1126,domestic,M,Republican
v1127,domestic,F,Republican
v1128,domestic,F,Republican
v1129,domestic,F,Republican,military
v1130,domestic,F,Democratic
v1131,domestic,F,Republican
v1132,domestic,F,Democratic
v1133,domestic,F,Green
v1134,domestic,M,Democratic,military
v1135,UOCAVA,M,Democratic
v1136,domestic,F,Democratic
v1137,domestic,M,Democratic
v1138,domestic,F,Republican
v1139,domestic,M,Democratic,military
v1140,domestic,M,Republican
v1141,UOCAVA,F,Democratic
v1142,domestic,F,Democratic
v1143,domestic,M,Republican
v1144,domestic,M,Democratic,military
v1145,domestic,M,Democratic
v1146,domestic,F,Republican
v1147,domestic,F,Democratic
v1148,domestic,M,Democratic
v1149,domestic,M,Republican,military
v1150,domestic,M,Democratic
v1151,domestic,F,Democratic
v1152,domestic,F,Republican
v1153,domestic,M,Democratic
v1154,domestic,F,Republican,military
v1155,domestic,F,Republican
v1156,domestic,F,Democratic
v1157,domestic,F,Republican
v1158,domestic,F,Green
v1159,domestic,M,Democratic,military
v1160,domestic,M,Democratic
v1161,domestic,M,Republican
v1162,UOCAVA,M,Democratic
v1163,domestic,M,Republican
v1164,domestic,M,Republican,military
v1165,domestic,M,Democratic
v1166,domestic,M,Green
v1167,domestic,M,Democratic
v1168,domestic,F,Republican
v1169,domestic,F,Green,military
v1170,domestic,M,Republican
v1171,domestic,M,Green
v1172,domestic,M,Republican
v1173,domestic,M,Republican
v1174,domestic,M,Democratic,military
v1175,domestic,F,Republican
v1176,domestic,M,Republican
v1177,domestic,F,Republican
v1178,domestic,M,Democratic
v1179,domestic,F,Democratic,military
v1180,domestic,M,Republican
v1181,domestic,F,Democratic
v1182,domestic,F,Democratic
v1183,domestic,F,Democratic
v1184,domestic,M,Republican,military
v1185,domestic,F,Democratic
v1186,domestic,F,Democratic
v1187,domestic,F,Democratic
v1188,domestic,F,Democratic
v1189,domestic,M,Republican,military
v1190,domestic,F,Democratic
v1191,domestic,F,Republican
v1192,UOCAVA,M,Republican
v1193,domestic,M,Republican
v1194,domestic,F,Green,military
v1195,UOCAVA,M,Democratic
v1196,domestic,F,Republican
v1197,domestic,M,Democratic
v1198,domestic,M,Democratic
v1199,domestic,M,Republican,military
v1200,domestic,F,Republican
v1201,domestic,M,Republican
v1202,domestic,M,Republican
v1203,domestic,M,Republican
v1204,domestic,F,Democratic,military
v1205,domestic,F,Democratic
v1206,domestic,M,Republican
v1207,domestic,M,Democratic
v1208,domestic,F,Green
v1209,domestic,F,Democratic,military
v1210,domestic,M,Green
v1211,domestic,F,Democratic
v1212,domestic,F,Republican
v1213,domestic,F,Republican
v1214,domestic,F,Green,military
v1215,domestic,M,Democratic
v1216,domestic,F,Republican
v1217,domestic,F,Democratic
v1218,domestic,M,Republican
v1219,UOCAVA,F,Green,military
v1220,domestic,M,Republican
v1221,domestic,M,Democratic
v1222,domestic,F,Republican
v1223,domestic,F,Republican
v1224,domestic,M,Republican,military
v1225,domestic,M,Republican
v1226,domestic,F,Democratic
v1227,domestic,M,Republican
v1228,domestic,F,Democratic
v1229,domestic,F,Republican,military
v1230,domestic,F,Republican
v1231,domestic,F,Republican
v1232,domestic,M,Republican
v1233,domestic,F,Democratic
v1234,domestic,F,Republican,military
v1235,UOCAVA,F,Democratic
v1236,domestic,M,Democratic
v1237,domestic,F,Green
v1238,domestic,F,Democratic
v1239,domestic,F,Democratic,military
v1240,domestic,F,Republican
v1241,domestic,M,Republican
v1242,domestic,F,Democratic
v1243,domestic,F,Democratic
v1244,domestic,F,Republican,military
v1245,domestic,F,Republican
v1246,domestic,F,Republican
v1247,domestic,F,Democratic
v1248,domestic,M,Republican
v1249,domestic,F,Democratic,military
v1250,domestic,M,Democratic
v1251,domestic,F,Republican
v1252,domestic,F,Democratic
v1253,domestic,M,Republican
v1254,domestic,F,Democratic,military
v1255,UOCAVA,M,Democratic
v1256,domestic,F,Green
v1257,domestic,M,Republican
v1258,domestic,M,Republican
v1259,domestic,M,Republican,military
v1260,domestic,M,Democratic
v1261,domestic,M,Democratic
v1262,domestic,M,Democratic
v1263,domestic,M,Republican
v1264,domestic,M,Democratic,military
v1265,domestic,M,Democratic
v1266,domestic,F,Green
v1267,domestic,F,Republican
v1268,domestic,M,Democratic
v1269,domestic,M,Democratic,military
v1270,domestic,F,Republican
v1271,domestic,F,Republican
v1272,domestic,M,Republican
v1273,domestic,F,Republican
v1274,domestic,F,Republican,military
v1275,domestic,F,Republican
v1276,domestic,F,Republican
v1277,domestic,F,Republican
v1278,domestic,F,Green
v1279,domestic,F,Republican,military
v1280,domestic,F,Democratic
v1281,domestic,F,Democratic
v1282,domestic,M,Republican
v1283,domestic,M,Democratic
v1284,domestic,F,Republican,military
v1285,domestic,M,Democratic
v1286,domestic,F,Democratic
v1287,domestic,F,Republican
v1288,domestic,F,Democratic
v1289,domestic,F,Green,military
v1290,UOCAVA,M,Democratic
v1291,UOCAVA,F,Republican
v1292,domestic,F,Democratic
v1293,domestic,F,Republican
v1294,domestic,M,Democratic,military
v1295,domestic,F,Democratic
v1296,domestic,F,Republican
v1297,domestic,M,Republican
v1298,domestic,M,Republican
v1299,UOCAVA,F,Green,military
v1300,domestic,F,Democratic
v1301,domestic,M,Republican
v1302,domestic,F,Democratic
v1303,domestic,F,Democratic
v1304,domestic,F,Republican,military
v1305,domestic,F,Green
v1306,domestic,F,Republican
v1307,domestic,M,Republican
v1308,domestic,M,Republican
v1309,domestic,M,Republican,military
v1310,domestic,M,Democratic
v1311,domestic,M,Republican
v1312,domestic,M,Green
v1313,domestic,F,Republican
v1314,domestic,F,Democratic,military
v1315,UOCAVA,F,Republican
v1316,domestic,F,Democratic
v1317,domestic,F,Democratic
v1318,domestic,F,Democratic
v1319,domestic,F,Democratic,military
v1320,domestic,M,Democratic
v1321,domestic,M,Republican
v1322,domestic,F,Democratic
v1323,domestic,F,Republican
v1324,domestic,F,Republican,military
v1325,domestic,M,Republican
v1326,domestic,F,Republican
v1327,domestic,M,Democratic
v1328,domestic,M,Republican
v1329,domestic,F,Democratic,military
v1330,domestic,F,Republican
v1331,domestic,M,Republican
v1332,UOCAVA,F,Democratic
v1333,UOCAVA,F,Democratic
v1334,domestic,F,Republican,military
v1335,domestic,M,Republican
v1336,domestic,M,Democratic
v1337,domestic,M,Democratic
v1338,domestic,F,Green
v1339,domestic,F,Green,military
v1340,domestic,F,Republican
v1341,domestic,F,Republican
v1342,domestic,M,Republican
v1343,UOCAVA,M,Green
v1344,domestic,F,Democratic,military
v1345,domestic,F,Republican
v1346,domestic,M,Republican
v1347,domestic,M,Republican
v1348,domestic,M,Democratic
v1349,UOCAVA,M,Democratic,military
v1350,domestic,F,Republican
v1351,domestic,F,Democratic
v1352,domestic,F,Democratic
v1353,domestic,F,Democratic
v1354,domestic,M,Democratic,military
v1355,domestic,F,Democratic
v1356,UOCAVA,F,Democratic
v1357,domestic,M,Democratic
v1358,domestic,M,Democratic
v1359,domestic,F,Republican,military
v1360,domestic,M,Democratic
v1361,domestic,F,Democratic
v1362,domestic,F,Republican
v1363,domestic,M,Democratic
v1364,domestic,M,Democratic,military
v1365,domestic,F,Republican
v1366,domestic,M,Democratic
v1367,domestic,M,Democratic
v1368,UOCAVA,F,Democratic
v1369,domestic,F,Green,military
v1370,domestic,M,Democratic
v1371,domestic,M,Democratic
v1372,domestic,F,Republican
v1373,domestic,F,Republican
v1374,domestic,M,Republican,military
v1375,domestic,M,Green
v1376,domestic,M,Green
v1377,domestic,M,Democratic
v1378,domestic,F,Democratic
v1379,domestic,F,Democratic,military
v1380,domestic,M,Democratic
v1381,domestic,F,Republican
v1382,domestic,F,Republican
v1383,domestic,F,Democratic
v1384,domestic,M,Green,military
v1385,domestic,M,Republican
v1386,domestic,M,Democratic
v1387,domestic,F,Democratic
v1388,domestic,F,Democratic
v1389,domestic,M,Democratic,military
v1390,domestic,F,Republican
v1391,domestic,F,Democratic
v1392,domestic,F,Republican
v1393,domestic,F,Democratic
v1394,domestic,F,Republican,military
v1395,domestic,F,Republican
v1396,domestic,F,Democratic
v1397,domestic,M,Republican
v1398,domestic,M,Republican
v1399,domestic,F,Republican,military
v1400,domestic,F,Democratic
v1401,domestic,M,Republican
v1402,domestic,F,Democratic
v1403,domestic,F,Republican
v1404,domestic,F,Democratic,military
v1405,UOCAVA,F,Democratic
v1406,domestic,M,Green
v1407,domestic,M,Republican
v1408,domestic,F,Republican
v1409,domestic,F,Republican,military
v1410,domestic,M,Republican
v1411,domestic,F,Democratic
v1412,domestic,M,Green
v1413,domestic,M,Republican
v1414,domestic,F,Republican,military
v1415,domestic,F,Democratic
v1416,domestic,M,Republican
v1417,domestic,M,Green
v1418,domestic,M,Democratic
v1419,domestic,M,Democratic,military
v1420,domestic,F,Democratic
v1421,domestic,M,Democratic
v1422,domestic,M,Republican
v1423,domestic,M,Republican
v1424,UOCAVA,F,Republican,military
v1425,domestic,M,Republican
v1426,domestic,M,Republican
v1427,UOCAVA,M,Republican
v1428,UOCAVA,F,Republican
v1429,UOCAVA,M,Republican,military
v1430,UOCAVA,F,Democratic
v1431,domestic,F,Republican
v1432,domestic,M,Republican
v1433,domestic,M,Democratic
v1434,domestic,F,Democratic,military
v1435,domestic,F,Republican
v1436,domestic,F,Democratic
v1437,domestic,M,Republican
v1438,domestic,M,Republican
v1439,domestic,M,Republican,military
v1440,domestic,F,Democratic
v1441,domestic,F,Republican
v1442,domestic,F,Republican
v1443,domestic,F,Democratic
v1444,domestic,F,Democratic,military
v1445,domestic,M,Democratic
v1446,domestic,F,Democratic
v1447,domestic,F,Green
v1448,domestic,F,Democratic
v1449,domestic,F,Republican,military
v1450,domestic,M,Democratic
v1451,domestic,F,Democratic
v1452,domestic,F,Republican
v1453,domestic,M,Republican
v1454,domestic,M,Republican,military
v1455,domestic,M,Democratic
v1456,domestic,M,Democratic
v1457,domestic,F,Republican
v1458,domestic,M,Democratic
v1459,domestic,F,Democratic,military
v1460,domestic,M,Democratic
v1461,domestic,F,Republican
v1462,domestic,M,Democratic
v1463,domestic,M,Democratic
v1464,UOCAVA,F,Democratic,military
v1465,domestic,F,Green
v1466,domestic,M,Green
v1467,UOCAVA,F,Democratic
v1468,domestic,F,Republican
v1469,domestic,M,Democratic,military
v1470,UOCAVA,M,Democratic
v1471,domestic,F,Democratic
v1472,domestic,M,Republican
v1473,UOCAVA,M,Republican
v1474,domestic,F,Democratic,military
v1475,domestic,F,Republican
v1476,domestic,F,Republican
v1477,domestic,M,Green
v1478,domestic,F,Republican
v1479,domestic,F,Green,military
v1480,UOCAVA,M,Republican
v1481,domestic,M,Republican
v1482,domestic,F,Democratic
v1483,domestic,M,Republican
v1484,domestic,F,Democratic,military
v1485,domestic,F,Green
v1486,domestic,F,Republican
v1487,domestic,M,Democratic
v1488,domestic,M,Republican
v1489,domestic,M,Democratic,military
v1490,domestic,M,Democratic
v1491,domestic,F,Democratic
v1492,domestic,F,Democratic
v1493,domestic,M,Republican
v1494,domestic,F,Republican,military
v1495,domestic,F,Democratic
v1496,domestic,F,Republican
v1497,domestic,F,Green
v1498,domestic,F,Republican
v1499,domestic,M,Green,military
v1500,domestic,F,Republican
v1501,domestic,F,Republican
v1502,domestic,M,Republican
v1503,domestic,M,Republican
v1504,UOCAVA,F,Democratic,military
v1505,domestic,M,Republican
v1506,domestic,F,Democratic
v1507,domestic,F,Republican
v1508,UOCAVA,M,Democratic
v1509,domestic,M,Republican,military
v1510,domestic,M,Democratic
v1511,domestic,M,Republican
v1512,domestic,F,Republican
v1513,domestic,F,Democratic
v1514,domestic,F,Democratic,military
v1515,domestic,M,Green
v1516,domestic,F,Democratic
v1517,UOCAVA,M,Democratic
v1518,UOCAVA,F,Republican
v1519,domestic,M,Republican,military
v1520,domestic,F,Democratic
v1521,domestic,M,Democratic
v1522,domestic,M,Democratic
v1523,domestic,F,Democratic
v1524,domestic,F,Democratic,military
v1525,domestic,F,Democratic
v1526,domestic,F,Democratic
v1527,domestic,M,Democratic
v1528,domestic,M,Democratic
v1529,domestic,F,Republican,military
v1530,domestic,F,Democratic
v1531,domestic,F,Democratic
v1532,domestic,M,Republican
v1533,domestic,M,Republican
v1534,domestic,M,Democratic,military
v1535,UOCAVA,M,Green
v1536,domestic,F,Republican
v1537,domestic,M,Republican
v1538,domestic,M,Green
v1539,domestic,F,Democratic,military
v1540,domestic,F,Republican
v1541,domestic,F,Democratic
v1542,domestic,F,Republican
v1543,domestic,F,Democratic
v1544,domestic,M,Democratic,military
v1545,domestic,F,Democratic
v1546,UOCAVA,M,Republican
v1547,domestic,F,Democratic
v1548,domestic,F,Democratic
v1549,domestic,F,Republican,military
v1550,domestic,F,Democratic
v1551,domestic,F,Republican
v1552,UOCAVA,M,Democratic
v1553,UOCAVA,M,Green
v1554,domestic,F,Republican,military
v1555,domestic,M,Democratic
v1556,domestic,M,Democratic
v1557,domestic,F,Green
v1558,domestic,F,Republican
v1559,domestic,M,Republican,military
v1560,domestic,M,Republican
v1561,domestic,M,Republican
v1562,UOCAVA,F,Republican
v1563,domestic,M,Republican
v1564,domestic,M,Republican,military
v1565,domestic,F,Republican
v1566,domestic,F,Republican
v1567,domestic,M,Republican
v1568,domestic,F,Democratic
v1569,UOCAVA,F,Democratic,military
v1570,domestic,F,Democratic
v1571,domestic,F,Republican
v1572,UOCAVA,F,Republican
v1573,domestic,F,Republican
v1574,domestic,M,Republican,military
v1575,domestic,M,Republican
v1576,domestic,F,Republican
v1577,domestic,F,Democratic
v1578,domestic,F,Republican
v1579,domestic,F,Green,military
v1580,domestic,F,Republican
v1581,domestic,F,Democratic
v1582,domestic,F,Democratic
v1583,UOCAVA,M,Democratic
v1584,domestic,M,Democratic,military
v1585,domestic,F,Republican
v1586,domestic,M,Republican
v1587,domestic,M,Democratic
v1588,domestic,M,Republican
v1589,domestic,M,Republican,military
v1590,domestic,F,Democratic
v1591,domestic,M,Democratic
v1592,domestic,M,Democratic
v1593,UOCAVA,F,Democratic
v1594,domestic,F,Republican,military
v1595,domestic,F,Republican
v1596,domestic,M,Green
v1597,domestic,F,Republican
v1598,domestic,M,Republican
v1599,domestic,F,Republican,military
v1600,domestic,M,Republican
v1601,domestic,F,Democratic
v1602,domestic,F,Democratic
v1603,domestic,M,Democratic
v1604,domestic,F,Republican,military
v1605,domestic,F,Republican
v1606,domestic,M,Democratic
v1607,domestic,F,Democratic
v1608,domestic,F,Democratic
v1609,domestic,F,Democratic,military
v1610,domestic,M,Republican
v1611,UOCAVA,F,Republican
v1612,domestic,F,Democratic
v1613,domestic,F,Republican
v1614,domestic,F,Democratic,military
v1615,domestic,F,Republican
v1616,domestic,F,Democratic
v1617,domestic,M,Republican
v1618,domestic,M,Republican
v1619,domestic,F,Democratic,military
v1620,domestic,M,Green
v1621,domestic,M,Republican
v1622,domestic,F,Democratic
v1623,domestic,M,Democratic
v1624,domestic,M,Republican,military
v1625,domestic,F,Republican
v1626,domestic,M,Republican
v1627,UOCAVA,M,Democratic
v1628,domestic,F,Democratic
v1629,domestic,M,Republican,military
v1630,domestic,F,Democratic
v1631,domestic,F,Democratic
v1632,domestic,M,Republican
v1633,domestic,M,Democratic
v1634,domestic,F,Republican,military
v1635,UOCAVA,F,Republican
v1636,domestic,F,Democratic
v1637,domestic,F,Green
v1638,UOCAVA,F,Republican
v1639,domestic,F,Republican,military
v1640,domestic,M,Green
v1641,UOCAVA,F,Democratic
v1642,domestic,F,Republican
v1643,domestic,M,Republican
v1644,domestic,F,Democratic,military
v1645,domestic,F,Republican
v1646,UOCAVA,M,Democratic
v1647,domestic,M,Democratic
v1648,domestic,M,Democratic
v1649,domestic,M,Republican,military
v1650,domestic,M,Democratic
v1651,domestic,F,Democratic
v1652,domestic,F,Republican
v1653,domestic,M,Green
v1654,domestic,F,Green,military
v1655,UOCAVA,F,Democratic
v1656,domestic,F,Democratic
v1657,domestic,M,Democratic
v1658,domestic,F,Green
v1659,domestic,M,Green,military
v1660,domestic,M,Democratic
v1661,domestic,M,Democratic
v1662,domestic,F,Republican
v1663,domestic,M,Democratic
v1664,domestic,F,Democratic,military
v1665,domestic,F,Republican
v1666,domestic,F,Democratic
v1667,domestic,F,Republican
v1668,domestic,M,Democratic
v1669,UOCAVA,M,Democratic,military
v1670,domestic,M,Democratic
v1671,domestic,M,Green
v1672,domestic,M,Republican
v1673,domestic,F,Democratic
v1674,domestic,F,Republican,military
v1675,UOCAVA,M,Republican
v1676,UOCAVA,M,Republican
v1677,UOCAVA,F,Democratic
v1678,domestic,F,Democratic
v1679,UOCAVA,F,Republican,military
v1680,domestic,M,Republican
v1681,domestic,M,Democratic
v1682,UOCAVA,M,Republican
v1683,UOCAVA,M,Democratic
v1684,UOCAVA,F,Democratic,military
v1685,domestic,F,Republican
v1686,domestic,F,Republican
v1687,UOCAVA,F,Republican
v1688,domestic,F,Democratic
v1689,UOCAVA,M,Democratic,military
v1690,domestic,F,Democratic
v1691,domestic,M,Democratic
v1692,domestic,F,Democratic
v1693,domestic,M,Democratic
v1694,domestic,M,Democratic,military
v1695,domestic,F,Republican
v1696,domestic,F,Republican
v1697,UOCAVA,F,Democratic
v1698,domestic,F,Democratic
v1699,domestic,M,Democratic,military
v1700,domestic,M,Democratic
v1701,domestic,F,Republican
v1702,domestic,M,Democratic
v1703,domestic,M,Democratic
v1704,domestic,F,Republican,military
v1705,domestic,F,Democratic
v1706,UOCAVA,M,Republican
v1707,domestic,F,Democratic
v1708,UOCAVA,M,Democratic
v1709,domestic,M,Green,military
v1710,UOCAVA,M,Green
v1711,UOCAVA,F,Republican
v1712,domestic,M,Republican
v1713,domestic,F,Democratic
v1714,domestic,F,Republican,military
v1715,UOCAVA,F,Green
v1716,domestic,F,Democratic
v1717,domestic,M,Republican
v1718,domestic,F,Republican
v1719,domestic,M,Republican,military
v1720,domestic,F,Democratic
v1721,domestic,F,Democratic
v1722,UOCAVA,M,Republican
v1723,domestic,M,Republican
v1724,domestic,M,Republican,military
v1725,domestic,M,Green
v1726,domestic,M,Republican
v1727,domestic,M,Democratic
v1728,domestic,F,Republican
v1729,domestic,M,Democratic,military
v1730,domestic,M,Democratic
v1731,domestic,F,Republican
v1732,domestic,M,Democratic
v1733,domestic,M,Democratic
v1734,domestic,M,Republican,military
v1735,domestic,M,Republican
v1736,domestic,M,Democratic
v1737,domestic,F,Democratic
v1738,domestic,F,Democratic
v1739,domestic,F,Republican,military
v1740,domestic,F,Republican
v1741,domestic,M,Republican
v1742,domestic,M,Democratic
v1743,domestic,F,Democratic
v1744,domestic,M,Green,military
v1745,domestic,F,Green
v1746,domestic,M,Republican
v1747,domestic,M,Republican
v1748,domestic,F,Republican
v1749,domestic,F,Democratic,military
v1750,domestic,M,Democratic
v1751,domestic,M,Democratic
v1752,domestic,M,Green
v1753,UOCAVA,M,Democratic
v1754,UOCAVA,F,Democratic,military
v1755,domestic,F,Democratic
v1756,domestic,M,Republican
v1757,UOCAVA,F,Green
v1758,domestic,F,Republican
v1759,domestic,M,Republican,military
v1760,domestic,M,Republican
v1761,domestic,M,Democratic
v1762,domestic,F,Democratic
v1763,domestic,M,Democratic
v1764,UOCAVA,M,Democratic,military
v1765,domestic,F,Republican
v1766,domestic,F,Republican
v1767,domestic,F,Green
v1768,domestic,F,Democratic
v1769,domestic,M,Republican,military
v1770,domestic,M,Republican
v1771,domestic,F,Democratic
v1772,domestic,M,Green
v1773,UOCAVA,M,Republican
v1774,domestic,F,Republican,military
v1775,domestic,F,Green
v1776,domestic,M,Republican
v1777,UOCAVA,M,Green
v1778,domestic,F,Democratic
v1779,domestic,M,Republican,military
v1780,domestic,M,Republican
v1781,domestic,M,Republican
v1782,domestic,F,Democratic
v1783,domestic,F,Republican
v1784,domestic,F,Republican,military
v1785,domestic,M,Democratic
v1786,domestic,M,Democratic
v1787,domestic,M,Republican
v1788,UOCAVA,M,Democratic
v1789,domestic,M,Democratic,military
v1790,domestic,F,Republican
v1791,domestic,M,Green
v1792,domestic,M,Democratic
v1793,domestic,F,Republican
v1794,domestic,M,Democratic,military
v1795,domestic,M,Green
v1796,domestic,F,Democratic
v1797,domestic,F,Democratic
v1798,domestic,M,Democratic
v1799,UOCAVA,M,Republican,military
v1800,domestic,M,Democratic
v1801,domestic,M,Republican
v1802,domestic,M,Democratic
v1803,domestic,M,Green
v1804,domestic,M,Democratic,military
v1805,domestic,F,Republican
v1806,domestic,F,Democratic
v1807,domestic,M,Republican
v1808,domestic,F,Republican
v1809,domestic,F,Democratic,military
v1810,domestic,F,Democratic
v1811,domestic,M,Republican
v1812,domestic,M,Republican
v1813,domestic,F,Green
v1814,domestic,M,Republican,military
v1815,UOCAVA,M,Green
v1816,domestic,F,Republican
v1817,domestic,M,Democratic
v1818,domestic,M,Green
v1819,domestic,M,Democratic,military
v1820,domestic,F,Democratic
v1821,domestic,M,Republican
v1822,domestic,F,Green
v1823,domestic,F,Democratic
v1824,domestic,F,Republican,military
v1825,domestic,F,Republican
v1826,domestic,F,Republican
v1827,domestic,F,Democratic
v1828,domestic,M,Democratic
v1829,domestic,M,Republican,military
v1830,domestic,F,Democratic
v1831,domestic,F,Republican
v1832,domestic,M,Democratic
v1833,domestic,M,Republican
v1834,domestic,F,Republican,military
v1835,domestic,F,Democratic
v1836,domestic,F,Republican
v1837,UOCAVA,F,Democratic
v1838,domestic,F,Democratic
v1839,domestic,M,Green,military
v1840,domestic,F,Republican
v1841,domestic,F,Democratic
v1842,UOCAVA,M,Democratic
v1843,domestic,M,Republican
v1844,domestic,M,Democratic,military
v1845,domestic,M,Republican
v1846,domestic,F,Republican
v1847,domestic,M,Democratic
v1848,domestic,F,Republican
v1849,UOCAVA,F,Republican,military
v1850,domestic,M,Republican
v1851,domestic,M,Democratic
v1852,UOCAVA,F,Democratic
v1853,UOCAVA,M,Green
v1854,domestic,F,Republican,military
v1855,domestic,F,Republican
v1856,domestic,M,Democratic
v1857,domestic,F,Republican
v1858,domestic,F,Republican
v1859,domestic,F,Republican,military
v1860,domestic,F,Republican
v1861,domestic,M,Green
v1862,domestic,F,Republican
v1863,UOCAVA,M,Democratic
v1864,domestic,M,Republican,military
v1865,UOCAVA,F,Republican
v1866,domestic,F,Republican
v1867,domestic,M,Democratic
v1868,domestic,M,Republican
v1869,domestic,M,Republican,military
v1870,UOCAVA,F,Green
v1871,domestic,F,Republican
v1872,domestic,F,Republican
v1873,UOCAVA,F,Democratic
v1874,domestic,F,Republican,military
v1875,domestic,M,Democratic
v1876,domestic,F,Republican
v1877,domestic,M,Democratic
v1878,domestic,F,Republican
v1879,domestic,M,Democratic,military
v1880,domestic,F,Democratic
v1881,UOCAVA,M,Republican
v1882,domestic,F,Green
v1883,domestic,M,Republican
v1884,domestic,M,Republican,military
v1885,domestic,M,Democratic
v1886,domestic,F,Democratic
v1887,domestic,F,Democratic
v1888,domestic,F,Republican
v1889,domestic,M,Republican,military
v1890,domestic,M,Democratic
v1891,domestic,M,Republican
v1892,domestic,M,Green
v1893,domestic,F,Republican
v1894,domestic,F,Republican,military
v1895,domestic,F,Democratic
v1896,domestic,M,Democratic
v1897,domestic,M,Republican
v1898,domestic,M,Republican
v1899,domestic,M,Republican,military
v1900,domestic,F,Democratic
v1901,domestic,F,Republican
v1902,domestic,F,Democratic
v1903,domestic,M,Republican
v1904,domestic,M,Republican,military
v1905,domestic,F,Green
v1906,domestic,M,Democratic
v1907,domestic,M,Green
v1908,domestic,F,Democratic
v1909,domestic,F,Republican,military
v1910,domestic,M,Republican
v1911,domestic,F,Green
v1912,domestic,F,Democratic
v1913,domestic,M,Republican
v1914,domestic,F,Democratic,military
v1915,domestic,F,Republican
v1916,domestic,F,Republican
v1917,domestic,M,Republican
v1918,domestic,M,Republican
v1919,domestic,M,Democratic,military
v1920,domestic,F,Republican
v1921,domestic,M,Republican
v1922,domestic,M,Republican
v1923,domestic,M,Democratic
v1924,UOCAVA,M,Democratic,military
