Voter,Type,Gender,Party
v1018,domestic,M,Democratic
v1019,domestic,F,Green
v1020,domestic,M,Democratic
v1021,domestic,F,Republican
v1022,domestic,M,Democratic
v1023,domestic,M,Democratic
v1024,domestic,M,Green
v1025,domestic,M,Republican
v1026,domestic,F,Democratic
v1027,domestic,F,Democratic
v1028,domestic,F,Democratic
v1029,domestic,M,Democratic
v1030,domestic,F,Republican
v1031,domestic,F,Democratic
v1032,UOCAVA,F,Republican
v1033,domestic,F,Green
v1034,domestic,F,Republican
v1035,domestic,F,Democratic
v1036,domestic,F,Republican
v1037,domestic,M,Republican
v1038,domestic,M,Democratic
v1039,domestic,M,Democratic
v1040,domestic,F,Democratic
v1041,domestic,M,Democratic
v1042,domestic,F,Republican
v1043,domestic,M,Democratic
v1044,domestic,M,Republican
v1045,UOCAVA,F,Green
v1046,domestic,M,Democratic
v1047,domestic,M,Green
v1048,domestic,F,Democratic
v1049,domestic,F,Republican
v1050,domestic,M,Republican
v1051,domestic,F,Republican
v1052,domestic,M,Republican
v1053,domestic,F,Republican
v1054,domestic,M,Republican
v1055,domestic,M,Democratic
v1056,domestic,F,Democratic
v1057,domestic,M,Democratic
v1058,domestic,F,Green
v1059,domestic,M,Green
v1060,domestic,M,Democratic
v1061,domestic,F,Republican
v1062,UOCAVA,F,Democratic
v1063,domestic,M,Democratic
v1064,domestic,M,Republican
v1065,domestic,M,Republican
v1066,domestic,M,Green
v1067,domestic,F,Democratic
v1068,UOCAVA,M,Republican
v1069,domestic,M,Democratic
v1070,domestic,F,Republican
v1071,domestic,F,Republican
v1072,domestic,M,Republican
v1073,domestic,F,Democratic
v1074,domestic,F,Republican
v1075,domestic,M,Republican
v1076,domestic,M,Republican
v1077,domestic,F,Republican
v1078,domestic,F,Green
v1079,domestic,F,Democratic
v1080,UOCAVA,M,Republican
v1081,domestic,M,Republican
v1082,domestic,M,Democratic
v1083,domestic,M,Democratic
v1084,domestic,F,Democratic
v1085,domestic,M,Democratic
v1086,UOCAVA,M,Republican
v1087,domestic,F,Republican
v1088,domestic,M,Republican
v1089,domestic,F,Democratic
v1090,domestic,F,Democratic
v1091,domestic,F,Democratic
v1092,domestic,F,Democratic
v1093,domestic,F,Democratic
v1094,domestic,M,Republican
v1095,UOCAVA,M,Democratic
v1096,domestic,F,Democratic
v1097,domestic,M,Democratic
v1098,UOCAVA,F,Republican
v1099,domestic,M,Democratic
v1100,UOCAVA,F,Republican
v1101,domestic,F,Green
v1102,domestic,M,Republican
v1103,domestic,F,Democratic
v1104,domestic,M,Democratic
v1105,domestic,F,Democratic
v1106,UOCAVA,M,Green
v1107,domestic,F,Democratic
v1108,domestic,M,Democratic
v1109,domestic,M,Democratic
v1110,domestic,F,Democratic
v1111,domestic,M,Democratic
v1112,domestic,M,Democratic
v1113,domestic,F,Democratic
v1114,domestic,M,Republican
v1115,domestic,M,Democratic
v1116,domestic,M,Democratic
v1117,domestic,M,Green
v1118,domestic,M,Republican
v1119,domestic,M,Republican
v1120,domestic,F,Republican
v1121,domestic,F,Republican
v1122,domestic,F,Democratic
v1123,domestic,F,Republican
v1124,domestic,M,Democratic
v1125,domestic,M,Democratic
v1126,domestic,F,Republican
v1127,UOCAVA,F,Democratic
v1128,domestic,F,Republican
v1129,domestic,F,Democratic
v1130,domestic,M,Democratic
v1131,domestic,M,Democratic
v1132,domestic,M,Democratic
v1133,domestic,F,Green
v1134,domestic,F,Republican
v1135,domestic,M,Republican
v1136,domestic,F,Democratic
v1137,domestic,F,Republican
v1138,domestic,M,Republican
v1139,domestic,F,Republican
v1140,domestic,M,Republican
v1141,domestic,F,Republican
v1142,domestic,M,Democratic
v1143,domestic,F,Democratic
v1144,UOCAVA,F,Republican
v1145,domestic,F,Republican
v1146,domestic,F,Democratic
v1147,UOCAVA,F,Republican
v1148,UOCAVA,M,Green
v1149,domestic,M,Democratic
v1150,domestic,M,Republican
v1151,domestic,F,Democratic
v1152,domestic,F,Democratic
v1153,domestic,M,Republican
v1154,domestic,F,Republican
v1155,UOCAVA,F,Democratic
v1156,UOCAVA,F,Republican
v1157,domestic,M,Democratic
v1158,domestic,F,Democratic
v1159,domestic,F,Republican
v1160,domestic,F,Democratic
v1161,domestic,M,Republican
v1162,domestic,M,Democratic
v1163,domestic,M,Democratic
v1164,domestic,F,Democratic
v1165,domestic,M,Democratic
v1166,domestic,M,Democratic
v1167,domestic,M,Green
v1168,domestic,M,Democratic
v1169,domestic,F,Green
v1170,domestic,F,Republican
v1171,domestic,M,Democratic
v1172,domestic,M,Democratic
v1173,domestic,F,Democratic
v1174,domestic,F,Democratic
v1175,domestic,M,Republican
v1176,domestic,M,Republican
v1177,domestic,M,Democratic
v1178,domestic,M,Democratic
v1179,domestic,F,Republican
v1180,domestic,M,Republican
v1181,domestic,M,Republican
v1182,domestic,M,Republican
v1183,domestic,M,Republican
v1184,domestic,F,Democratic
v1185,domestic,M,Democratic
v1186,domestic,M,Republican
v1187,domestic,F,Republican
v1188,domestic,F,Republican
v1189,domestic,M,Democratic
v1190,domestic,F,Democratic
v1191,UOCAVA,M,Democratic
v1192,domestic,M,Green
v1193,domestic,F,Democratic
v1194,domestic,F,Republican
v1195,domestic,F,Republican
v1196,UOCAVA,M,Republican
v1197,domestic,F,Green
v1198,domestic,M,Democratic
v1199,domestic,M,Republican
v1200,domestic,M,Green
v1201,domestic,F,Democratic
v1202,domestic,M,Democratic
v1203,domestic,M,Democratic
v1204,domestic,M,Democratic
v1205,domestic,M,Green
v1206,domestic,M,Republican
v1207,domestic,M,Green
v1208,domestic,M,Republican
v1209,domestic,F,Republican
v1210,domestic,F,Republican
v1211,domestic,F,Democratic
v1212,domestic,F,Republican
v1213,domestic,M,Democratic
v1214,domestic,M,Republican
v1215,domestic,F,Republican
v1216,domestic,M,Green
v1217,UOCAVA,F,Democratic
v1218,domestic,M,Green
v1219,domestic,F,Republican
v1220,domestic,F,Democratic
v1221,domestic,F,Democratic
v1222,UOCAVA,M,Democratic
v1223,UOCAVA,F,Democratic
v1224,domestic,M,Democratic
v1225,domestic,F,Democratic
v1226,domestic,M,Democratic
v1227,domestic,M,Democratic
v1228,domestic,F,Republican
v1229,domestic,F,Democratic
v1230,domestic,F,Democratic
v1231,domestic,F,Green
v1232,domestic,F,Democratic
v1233,domestic,M,Republican
v1234,domestic,F,Democratic
v1235,domestic,M,Democratic
v1236,domestic,M,Green
v1237,domestic,M,Republican
v1238,domestic,M,Democratic
v1239,domestic,F,Republican
v1240,UOCAVA,M,Republican
v1241,domestic,M,Democratic
v1242,domestic,F,Republican
v1243,domestic,F,Republican
v1244,domestic,F,Republican
v1245,domestic,F,Republican
v1246,domestic,M,Democratic
v1247,domestic,M,Republican
v1248,UOCAVA,F,Republican
v1249,domestic,M,Democratic
v1250,domestic,M,Green
v1251,domestic,F,Democratic
v1252,domestic,M,Democratic
v1253,domestic,M,Democratic
v1254,domestic,M,Democratic
v1255,domestic,M,Green
v1256,domestic,F,Republican
v1257,domestic,F,Republican
v1258,domestic,F,Republican
v1259,domestic,M,Democratic
v1260,domestic,M,Democratic
v1261,UOCAVA,F,Green
v1262,domestic,F,Democratic
v1263,domestic,F,Republican
v1264,UOCAVA,F,Democratic
v1265,domestic,F,Green
v1266,domestic,M,Democratic
v1267,domestic,F,Republican
v1268,domestic,F,Democratic
v1269,domestic,F,Democratic
v1270,domestic,F,Republican
v1271,domestic,F,Green
v1272,domestic,F,Green
v1273,domestic,F,Democratic
v1274,domestic,F,Green
v1275,domestic,M,Democratic
v1276,domestic,F,Democratic
v1277,domestic,F,Republican
v1278,domestic,F,Democratic
v1279,UOCAVA,F,Republican
v1280,domestic,M,Democratic
v1281,domestic,F,Democratic
v1282,domestic,M,Green
v1283,domestic,M,Republican
v1284,domestic,F,Democratic
v1285,domestic,M,Democratic
v1286,domestic,M,Democratic
v1287,domestic,M,Republican
v1288,UOCAVA,M,Democratic
v1289,domestic,M,Republican
v1290,domestic,M,Republican
v1291,domestic,M,Democratic
v1292,domestic,F,Democratic
v1293,domestic,M,Green
v1294,domestic,M,Green
v1295,domestic,F,Democratic
v1296,domestic,F,Democratic
v1297,domestic,M,Democratic
v1298,domestic,M,Democratic
v1299,domestic,M,Democratic
v1300,UOCAVA,F,Democratic
v1301,domestic,M,Democratic
v1302,domestic,M,Democratic
v1303,domestic,M,Republican
v1304,domestic,M,Democratic
v1305,UOCAVA,F,Republican
v1306,domestic,M,Democratic
v1307,domestic,F,Republican
v1308,domestic,F,Democratic
v1309,domestic,M,Republican
v1310,domestic,M,Republican
v1311,domestic,F,Republican
v1312,domestic,F,Republican
v1313,UOCAVA,M,Green
v1314,domestic,F,Democratic
v1315,domestic,F,Democratic
v1316,domestic,F,Democratic
v1317,domestic,F,Democratic
v1318,domestic,F,Democratic
v1319,domestic,M,Democratic
v1320,domestic,F,Republican
v1321,domestic,F,Republican
v1322,UOCAVA,M,Democratic
v1323,domestic,F,Republican
v1324,domestic,M,Democratic
v1325,UOCAVA,F,Republican
v1326,domestic,M,Democratic
v1327,domestic,F,Democratic
v1328,domestic,F,Republican
v1329,domestic,M,Republican
v1330,domestic,M,Democratic
v1331,domestic,M,Republican
v1332,domestic,F,Democratic
v1333,domestic,F,Democratic
v1334,domestic,F,Democratic
v1335,domestic,M,Democratic
v1336,domestic,M,Democratic
v1337,domestic,F,Democratic
v1338,UOCAVA,M,Republican
v1339,domestic,F,Republican
v1340,domestic,F,Republican
v1341,domestic,F,Democratic
v1342,domestic,F,Democratic
v1343,domestic,F,Republican
v1344,domestic,F,Republican
v1345,UOCAVA,F,Democratic
v1346,domestic,F,Green
v1347,domestic,M,Republican
v1348,domestic,M,Democratic
v1349,domestic,F,Democratic
v1350,domestic,F,Democratic
v1351,domestic,F,Democratic
v1352,domestic,F,Democratic
v1353,domestic,F,Republican
v1354,domestic,F,Democratic
v1355,domestic,M,Green
v1356,domestic,F,Republican
v1357,domestic,M,Democratic
v1358,domestic,F,Green
v1359,UOCAVA,M,Democratic
v1360,domestic,M,Democratic
v1361,domestic,M,Democratic
v1362,domestic,F,Republican
v1363,domestic,F,Republican
v1364,domestic,M,Republican
v1365,domestic,F,Democratic
v1366,domestic,F,Democratic
v1367,domestic,F,Democratic
v1368,domestic,F,Democratic
v1369,domestic,M,Republican
v1370,domestic,F,Republican
v1371,domestic,M,Republican
v1372,domestic,F,Democratic
v1373,domestic,M,Democratic
v1374,domestic,F,Democratic
v1375,domestic,M,Democratic
v1376,domestic,F,Republican
v1377,domestic,M,Democratic
v1378,UOCAVA,M,Green
v1379,UOCAVA,M,Democratic
v1380,UOCAVA,F,Republican
v1381,domestic,F,Democratic
v1382,domestic,F,Democratic
v1383,domestic,F,Republican
v1384,UOCAVA,M,Green
v1385,domestic,F,Republican
v1386,UOCAVA,M,Democratic
v1387,domestic,M,Republican
v1388,domestic,M,Democratic
v1389,domestic,M,Republican
v1390,domestic,M,Green
v1391,domestic,M,Republican
v1392,domestic,M,Republican
v1393,domestic,M,Democratic
v1394,domestic,F,Democratic
v1395,domestic,M,Republican
v1396,domestic,F,Democratic
v1397,domestic,F,Democratic
v1398,UOCAVA,M,Democratic
v1399,domestic,F,Republican
v1400,domestic,M,Republican
v1401,domestic,F,Republican
v1402,domestic,M,Green
v1403,UOCAVA,M,Republican
v1404,domestic,M,Democratic
v1405,domestic,F,Republican
v1406,domestic,F,Democratic
v1407,domestic,M,Republican
v1408,domestic,M,Democratic
v1409,domestic,F,Republican
v1410,domestic,M,Democratic
v1411,domestic,F,Democratic
v1412,domestic,F,Republican
v1413,domestic,M,Democratic
v1414,domestic,M,Republican
v1415,domestic,M,Republican
v1416,domestic,F,Republican
v1417,domestic,F,Republican
v1418,domestic,F,Democratic
v1419,domestic,M,Republican
v1420,UOCAVA,M,Republican
v1421,domestic,M,Democratic
v1422,domestic,F,Democratic
v1423,domestic,M,Democratic
v1424,domestic,F,Republican
v1425,domestic,M,Democratic
v1426,UOCAVA,F,Republican
v1427,domestic,M,Democratic
v1428,domestic,M,Democratic
v1429,domestic,M,Republican
v1430,domestic,M,Democratic
v1431,domestic,F,Republican
v1432,domestic,F,Democratic
v1433,domestic,M,Democratic
v1434,domestic,M,Democratic
v1435,domestic,M,Democratic
v1436,domestic,M,Republican
v1437,domestic,F,Democratic
v1438,domestic,M,Republican
v1439,domestic,F,Republican
v1440,domestic,M,Democratic
v1441,domestic,F,Democratic
v1442,domestic,M,Democratic
v1443,domestic,M,Democratic
v1444,UOCAVA,F,Republican
v1445,domestic,F,Republican
v1446,domestic,M,Democratic
v1447,domestic,F,Republican
v1448,domestic,M,Democratic
v1449,domestic,F,Republican
v1450,domestic,M,Democratic
v1451,domestic,M,Democratic
v1452,domestic,F,Republican
v1453,domestic,F,Republican
v1454,domestic,F,Republican
v1455,domestic,M,Republican
v1456,domestic,M,Democratic
v1457,domestic,F,Republican
v1458,domestic,F,Republican
v1459,domestic,M,Republican
v1460,domestic,F,Democratic
v1461,domestic,M,Democratic
v1462,domestic,F,Democratic
v1463,UOCAVA,M,Republican
v1464,domestic,M,Democratic
v1465,domestic,F,Democratic
v1466,UOCAVA,M,Democratic
v1467,domestic,M,Republican
v1468,domestic,M,Democratic
v1469,domestic,M,Republican
v1470,domestic,M,Democratic
v1471,domestic,M,Green
v1472,domestic,M,Democratic
v1473,domestic,M,Republican
v1474,domestic,M,Republican
v1475,domestic,M,Republican
v1476,UOCAVA,M,Green
v1477,domestic,F,Green
v1478,domestic,M,Democratic
v1479,domestic,F,Democratic
v1480,domestic,M,Republican
v1481,domestic,F,Republican
v1482,UOCAVA,M,Democratic
v1483,domestic,F,Green
v1484,domestic,M,Republican
v1485,domestic,M,Republican
v1486,domestic,F,Democratic
v1487,domestic,M,Democratic
v1488,UOCAVA,M,Democratic
v1489,domestic,F,Democratic
v1490,domestic,F,Democratic
v1491,domestic,F,Republican
v1492,domestic,F,Republican
v1493,domestic,M,Democratic
v1494,domestic,M,Democratic
v1495,domestic,F,Green
v1496,domestic,F,Republican
v1497,UOCAVA,F,Republican
v1498,UOCAVA,M,Republican
v1499,domestic,M,Democratic
v1500,domestic,M,Democratic
v1501,domestic,M,Republican
v1502,domestic,F,Republican
v1503,domestic,F,Green
v1504,domestic,F,Republican
v1505,domestic,F,Republican
v1506,domestic,F,Republican
v1507,domestic,M,Democratic
v1508,domestic,F,Democratic
v1509,domestic,F,Democratic
v1510,domestic,F,Democratic
v1511,domestic,M,Republican
v1512,domestic,F,Democratic
v1513,domestic,M,Republican
v1514,domestic,F,Republican
v1515,domestic,M,Republican
v1516,domestic,M,Democratic
v1517,domestic,F,Republican
v1518,UOCAVA,M,Republican
v1519,domestic,M,Republican
v1520,domestic,M,Democratic
v1521,domestic,F,Republican
v1522,domestic,M,Republican
v1523,domestic,F,Republican
v1524,domestic,M,Republican
v1525,domestic,M,Republican
v1526,domestic,M,Republican
v1527,domestic,M,Democratic
v1528,domestic,M,Democratic
v1529,domestic,M,Republican
v1530,domestic,M,Republican
v1531,domestic,F,Democratic
v1532,UOCAVA,M,Democratic
v1533,domestic,F,Republican
v1534,domestic,F,Democratic
v1535,domestic,M,Republican
v1536,UOCAVA,F,Republican
v1537,domestic,M,Republican
v1538,domestic,F,Republican
v1539,UOCAVA,M,Republican
v1540,domestic,F,Republican
v1541,domestic,F,Democratic
v1542,domestic,M,Democratic
v1543,domestic,M,Democratic
v1544,domestic,F,Democratic
v1545,UOCAVA,M,Democratic
v1546,domestic,F,Republican
v1547,domestic,M,Republican
v1548,domestic,F,Democratic
v1549,UOCAVA,F,Republican
v1550,domestic,F,Republican
v1551,domestic,F,Democratic
v1552,UOCAVA,M,Green
v1553,domestic,M,Republican
v1554,domestic,F,Republican
v1555,domestic,M,Green
v1556,domestic,M,Green
v1557,domestic,M,Democratic
v1558,domestic,M,Republican
v1559,domestic,M,Democratic
v1560,domestic,F,Republican
v1561,domestic,F,Democratic
v1562,domestic,M,Democratic
v1563,domestic,M,Democratic
v1564,domestic,M,Republican
v1565,domestic,F,Democratic
v1566,domestic,M,Democratic
v1567,domestic,M,Democratic
v1568,domestic,F,Green
v1569,domestic,M,Republican
v1570,domestic,M,Democratic
v1571,domestic,F,Republican
v1572,domestic,M,Republican
v1573,domestic,F,Republican
v1574,domestic,F,Republican
v1575,domestic,M,Democratic
v1576,domestic,M,Republican
v1577,domestic,F,Democratic
v1578,domestic,M,Republican
v1579,domestic,F,Democratic
v1580,domestic,F,Democratic
v1581,domestic,F,Republican
v1582,UOCAVA,F,Republican
v1583,domestic,F,Green
v1584,domestic,M,Republican
v1585,domestic,M,Democratic
v1586,domestic,M,Republican
v1587,domestic,F,Democratic
v1588,domestic,F,Democratic
v1589,domestic,F,Democratic
v1590,domestic,F,Democratic
v1591,domestic,M,Republican
v1592,domestic,F,Green
v1593,domestic,M,Republican
v1594,domestic,F,Democratic
v1595,domestic,M,Democratic
v1596,domestic,M,Republican
v1597,domestic,F,Green
v1598,domestic,M,Republican
v1599,domestic,F,Green
v1600,domestic,M,Democratic
v1601,domestic,F,Democratic
v1602,domestic,F,Green
v1603,domestic,F,Democratic
v1604,domestic,F,Green
v1605,domestic,M,Democratic
v1606,domestic,M,Democratic
v1607,domestic,M,Green
v1608,domestic,M,Green
v1609,domestic,M,Democratic
v1610,UOCAVA,M,Republican
v1611,domestic,M,Green
v1612,domestic,M,Democratic
v1613,domestic,M,Republican
v1614,domestic,M,Democratic
v1615,domestic,M,Republican
v1616,domestic,M,Republican
v1617,domestic,M,Democratic
v1618,domestic,M,Republican
v1619,domestic,F,Democratic
v1620,domestic,F,Democratic
v1621,domestic,F,Republican
v1622,domestic,F,Republican
v1623,domestic,F,Green
v1624,UOCAVA,M,Republican
v1625,UOCAVA,M,Democratic
v1626,domestic,F,Republican
v1627,domestic,M,Green
v1628,domestic,M,Green
v1629,domestic,M,Republican
v1630,domestic,M,Democratic
v1631,domestic,F,Republican
v1632,domestic,M,Democratic
v1633,domestic,F,Democratic
v1634,domestic,F,Republican
v1635,UOCAVA,F,Democratic
v1636,domestic,F,Republican
v1637,domestic,M,Green
v1638,domestic,M,Republican
v1639,UOCAVA,M,Republican
v1640,domestic,F,Democratic
v1641,domestic,F,Republican
v1642,domestic,F,Republican
v1643,domestic,M,Republican
v1644,domestic,F,Democratic
v1645,domestic,F,Democratic
v1646,domestic,M,Republican
v1647,domestic,M,Republican
v1648,domestic,F,Republican
v1649,domestic,F,Republican
v1650,domestic,M,Green
v1651,domestic,M,Republican
v1652,domestic,M,Democratic
v1653,UOCAVA,F,Democratic
v1654,domestic,M,Republican
v1655,domestic,M,Democratic
v1656,domestic,F,Republican
v1657,domestic,F,Democratic
v1658,domestic,M,Republican
v1659,domestic,M,Republican
v1660,domestic,F,Democratic
v1661,domestic,M,Republican
v1662,domestic,M,Republican
v1663,domestic,M,Republican
v1664,domestic,F,Republican
v1665,domestic,M,Democratic
v1666,domestic,F,Republican
v1667,domestic,M,Democratic
v1668,domestic,F,Republican
v1669,domestic,F,Republican
v1670,UOCAVA,M,Republican
v1671,domestic,F,Democratic
v1672,domestic,F,Republican
v1673,domestic,M,Democratic
v1674,domestic,M,Republican
v1675,domestic,F,Green
v1676,UOCAVA,M,Democratic
v1677,domestic,F,Republican
v1678,domestic,F,Green
v1679,domestic,F,Democratic
v1680,domestic,F,Democratic
v1681,domestic,F,Democratic
v1682,domestic,F,Democratic
v1683,domestic,M,Democratic
v1684,domestic,M,Republican
v1685,domestic,M,Democratic
v1686,domestic,F,Republican
v1687,domestic,M,Republican
v1688,domestic,M,Democratic
v1689,domestic,F,Republican
v1690,domestic,F,Green
v1691,domestic,M,Democratic
v1692,domestic,F,Republican
v1693,UOCAVA,M,Republican
v1694,domestic,F,Democratic
v1695,domestic,F,Republican
v1696,domestic,F,Republican
v1697,UOCAVA,F,Republican
v1698,UOCAVA,M,Republican
v1699,domestic,F,Democratic
v1700,domestic,F,Democratic
v1701,domestic,M,Republican
v1702,domestic,F,Republican
v1703,domestic,F,Republican
v1704,domestic,F,Democratic
v1705,domestic,M,Green
v1706,domestic,M,Republican
v1707,domestic,F,Democratic
v1708,domestic,F,Democratic
v1709,domestic,M,Democratic
v1710,domestic,F,Green
v1711,domestic,M,Democratic
v1712,domestic,F,Republican
v1713,domestic,F,Democratic
v1714,domestic,M,Republican
v1715,domestic,F,Republican
v1716,domestic,F,Democratic
v1717,domestic,F,Republican
v1718,domestic,F,Green
v1719,domestic,M,Republican
v1720,domestic,F,Democratic
v1721,domestic,M,Republican
v1722,domestic,F,Republican
v1723,domestic,M,Green
v1724,domestic,M,Democratic
v1725,domestic,F,Republican
v1726,domestic,F,Democratic
v1727,domestic,F,Republican
v1728,domestic,F,Democratic
v1729,domestic,F,Republican
v1730,domestic,M,Republican
v1731,domestic,F,Republican
v1732,domestic,F,Democratic
v1733,domestic,M,Republican
v1734,domestic,F,Green
v1735,domestic,M,Democratic
v1736,domestic,M,Republican
v1737,domestic,F,Democratic
v1738,domestic,F,Green
v1739,domestic,F,Republican
v1740,domestic,M,Republican
v1741,domestic,F,Republican
v1742,UOCAVA,F,Green
v1743,domestic,F,Democratic
v1744,domestic,F,Green
v1745,domestic,M,Republican
v1746,domestic,F,Republican
v1747,domestic,F,Republican
v1748,domestic,F,Democratic
v1749,UOCAVA,F,Republican
v1750,domestic,M,Republican
v1751,domestic,M,Democratic
v1752,domestic,M,Republican
v1753,domestic,M,Democratic
v1754,UOCAVA,M,Democratic
v1755,domestic,M,Democratic
v1756,UOCAVA,F,Republican
v1757,domestic,F,Republican
v1758,UOCAVA,F,Democratic
v1759,UOCAVA,F,Democratic
v1760,domestic,M,Republican
v1761,domestic,F,Green
v1762,domestic,F,Democratic
v1763,domestic,M,Democratic
v1764,domestic,F,Democratic
v1765,domestic,F,Republican
v1766,domestic,F,Republican
v1767,domestic,F,Republican
v1768,domestic,F,Republican
v1769,domestic,F,Republican
v1770,domestic,M,Green
v1771,domestic,M,Green
v1772,domestic,M,Republican
v1773,domestic,F,Republican
v1774,domestic,F,Republican
v1775,domestic,M,Republican
v1776,domestic,M,Republican
v1777,domestic,M,Republican
v1778,domestic,M,Republican
v1779,domestic,F,Republican
v1780,domestic,M,Republican
v1781,domestic,M,Democratic
v1782,domestic,F,Republican
v1783,domestic,F,Republican
v1784,domestic,M,Democratic
v1785,domestic,M,Democratic
v1786,domestic,F,Democratic
v1787,domestic,M,Republican
v1788,domestic,M,Green
v1789,domestic,F,Republican
v1790,domestic,F,Democratic
v1791,domestic,F,Democratic
v1792,UOCAVA,M,Democratic
v1793,domestic,M,Green
v1794,domestic,F,Republican
v1795,domestic,M,Democratic
v1796,domestic,F,Green
v1797,domestic,F,Democratic
v1798,domestic,F,Republican
v1799,domestic,M,Democratic
v1800,domestic,M,Republican
v1801,UOCAVA,M,Republican
v1802,domestic,F,Democratic
v1803,UOCAVA,M,Democratic
v1804,domestic,F,Republican
v1805,domestic,M,Democratic
v1806,UOCAVA,M,Democratic
v1807,domestic,F,Republican
v1808,domestic,F,Democratic
v1809,domestic,F,Democratic
v1810,domestic,M,Democratic
v1811,domestic,F,Democratic
v1812,domestic,F,Republican
v1813,domestic,M,Republican
v1814,UOCAVA,F,Republican
v1815,domestic,M,Republican
v1816,domestic,F,Republican
v1817,domestic,M,Republican
v1818,domestic,M,Republican
v1819,domestic,F,Democratic
v1820,domestic,M,Republican
v1821,domestic,M,Republican
v1822,domestic,M,Democratic
v1823,domestic,F,Democratic
v1824,domestic,M,Democratic
v1825,domestic,M,Democratic
v1826,domestic,F,Republican
v1827,domestic,F,Republican
v1828,domestic,M,Democratic
v1829,domestic,F,Democratic
v1830,domestic,M,Republican
v1831,domestic,M,Republican
v1832,domestic,F,Republican
v1833,domestic,F,Republican
v1834,domestic,M,Democratic
v1835,domestic,F,Republican
v1836,domestic,F,Republican
v1837,domestic,F,Democratic
v1838,UOCAVA,M,Republican
v1839,domestic,M,Republican
v1840,domestic,F,Democratic
v1841,domestic,F,Democratic
v1842,domestic,F,Republican
v1843,domestic,M,Republican
v1844,domestic,M,Democratic
v1845,domestic,F,Democratic
v1846,domestic,F,Democratic
v1847,domestic,M,Republican
v1848,domestic,F,Republican
v1849,UOCAVA,F,Republican
v1850,domestic,F,Republican
v1851,UOCAVA,F,Republican
v1852,domestic,F,Democratic
v1853,domestic,M,Green
v1854,domestic,M,Green
v1855,domestic,F,Democratic
v1856,domestic,F,Republican
v1857,domestic,F,Green
v1858,domestic,F,Republican
v1859,domestic,M,Republican
v1860,domestic,M,Republican
v1861,domestic,F,Democratic
v1862,domestic,M,Republican
v1863,domestic,M,Republican
v1864,domestic,F,Democratic
v1865,domestic,F,Democratic
v1866,domestic,M,Republican
v1867,domestic,M,Democratic
v1868,domestic,M,Republican
v1869,domestic,F,Democratic
v1870,domestic,M,Republican
v1871,domestic,F,Democratic
v1872,domestic,F,Democratic
v1873,domestic,M,Democratic
v1874,domestic,M,Republican
v1875,domestic,F,Democratic
v1876,UOCAVA,M,Democratic
v1877,domestic,F,Democratic
v1878,domestic,M,Green
v1879,domestic,F,Republican
v1880,domestic,F,Republican
v1881,domestic,F,Republican
v1882,UOCAVA,M,Democratic
v1883,domestic,M,Republican
v1884,domestic,M,Republican
v1885,domestic,F,Republican
v1886,domestic,F,Republican
v1887,domestic,M,Republican
v1888,domestic,F,Republican
v1889,domestic,M,Republican
v1890,domestic,F,Democratic
v1891,domestic,M,Republican
v1892,domestic,F,Democratic
v1893,domestic,F,Republican
v1894,domestic,F,Democratic
v1895,domestic,F,Green
v1896,domestic,M,Democratic
v1897,domestic,F,Republican
v1898,domestic,M,Republican
v1899,domestic,F,Republican
v1900,domestic,F,Democratic
v1901,domestic,F,Democratic
v1902,domestic,M,Democratic
v1903,domestic,F,Republican
v1904,domestic,F,Democratic
v1905,domestic,F,Republican
v1906,domestic,F,Green
v1907,domestic,M,Democratic
v1908,domestic,F,Republican
v1909,domestic,M,Republican
v1910,domestic,F,Democratic
v1911,domestic,M,Republican
v1912,domestic,F,Republican
v1913,UOCAVA,M,Green
v1914,domestic,F,Republican
v1915,domestic,M,Green
v1916,domestic,M,Democratic
v1917,domestic,F,Democratic
v1918,UOCAVA,F,Republican
v1919,domestic,F,Republican
v1920,domestic,F,Democratic
v1921,domestic,M,Republican
v1922,UOCAVA,F,Democratic
v1923,domestic,F,Republican
v1924,domestic,M,Green
v1925,domestic,M,Democratic
v1926,UOCAVA,M,Republican
v1927,domestic,F,Democratic
v1928,domestic,F,Republican
v1929,domestic,M,Democratic
v1930,domestic,M,Republican
v1931,domestic,F,Republican
v1932,domestic,M,Democratic
v1933,domestic,F,Republican
v1934,domestic,F,Republican
v1935,domestic,F,Green
v1936,domestic,M,Green
v1937,domestic,F,Republican
v1938,domestic,M,Democratic
v1939,domestic,M,Republican
v1940,domestic,F,Green
v1941,domestic,M,Republican
v1942,domestic,F,Democratic
v1943,domestic,F,Democratic
v1944,domestic,M,Green
v1945,domestic,F,Green
v1946,domestic,M,Democratic
v1947,domestic,M,Republican
v1948,domestic,M,Democratic
v1949,UOCAVA,F,Democratic
v1950,domestic,F,Democratic
v1951,domestic,F,Republican
v1952,domestic,M,Republican
v1953,domestic,F,Democratic
v1954,domestic,M,Republican
v1955,domestic,M,Democratic
v1956,UOCAVA,F,Green
v1957,domestic,F,Democratic
v1958,domestic,F,Republican
v1959,domestic,F,Republican
v1960,domestic,M,Republican
v1961,domestic,M,Democratic
v1962,domestic,M,Republican
v1963,domestic,M,Democratic
v1964,domestic,F,Democratic
v1965,domestic,F,Democratic
v1966,domestic,F,Democratic
v1967,domestic,M,Democratic
v1968,domestic,F,Republican
v1969,domestic,M,Democratic
v1970,domestic,F,Republican
v1971,domestic,F,Democratic
v1972,domestic,M,Green
